Result_ID,Result,Query_ID,Query_Natural_Language,"Worker_Assessment(Popular result=1, Unpopular result=2)"
"39090, 39100",Cheers  htt//xmlns.com/foaf/0.1/name  Cheers Frasier  previousWork  Cheers Frasier_Crane  series  Cheers ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39090, 39100",Cheers  htt//xmlns.com/foaf/0.1/name  Cheers Frasier  previousWork  Cheers Frasier_Crane  series  Cheers ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39090, 39100",Cheers  htt//xmlns.com/foaf/0.1/name  Cheers Frasier  previousWork  Cheers Frasier_Crane  series  Cheers ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39090, 39100",Cheers  htt//xmlns.com/foaf/0.1/name  Cheers Frasier  previousWork  Cheers Frasier_Crane  series  Cheers ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"39090, 39100",Cheers  htt//xmlns.com/foaf/0.1/name  Cheers Frasier  previousWork  Cheers Frasier_Crane  series  Cheers ,916,"What does the two tv shows Frasier and Cheers, and a third show, have in common ?",1
"45364, 45284, 45235, 45254, 45264, 45274, 45294, 45304, 45314, 45324, 45348, 45354, 45374, 45384, 45394, 45404, 45414, 45503",Movita_Castaneda  spouse  Marlon_Brando Movita_Castaneda  birthPlace  United_States Marlon_Brando  birthPlace  United_States ,898,Give me the name two married people who were born in the same place ? ,1
"45364, 45284, 45235, 45254, 45264, 45274, 45294, 45304, 45314, 45324, 45348, 45354, 45374, 45384, 45394, 45404, 45414, 45503",Movita_Castaneda  spouse  Marlon_Brando Movita_Castaneda  birthPlace  United_States Marlon_Brando  birthPlace  United_States ,898,Give me the name two married people who were born in the same place ? ,2
"45364, 45284, 45235, 45254, 45264, 45274, 45294, 45304, 45314, 45324, 45348, 45354, 45374, 45384, 45394, 45404, 45414, 45503",Movita_Castaneda  spouse  Marlon_Brando Movita_Castaneda  birthPlace  United_States Marlon_Brando  birthPlace  United_States ,898,Give me the name two married people who were born in the same place ? ,1
"45364, 45284, 45235, 45254, 45264, 45274, 45294, 45304, 45314, 45324, 45348, 45354, 45374, 45384, 45394, 45404, 45414, 45503",Movita_Castaneda  spouse  Marlon_Brando Movita_Castaneda  birthPlace  United_States Marlon_Brando  birthPlace  United_States ,898,Give me the name two married people who were born in the same place ? ,1
"45364, 45284, 45235, 45254, 45264, 45274, 45294, 45304, 45314, 45324, 45348, 45354, 45374, 45384, 45394, 45404, 45414, 45503",Movita_Castaneda  spouse  Marlon_Brando Movita_Castaneda  birthPlace  United_States Marlon_Brando  birthPlace  United_States ,898,Give me the name two married people who were born in the same place ? ,1
"45059, 45069, 45079, 45088, 45098, 45109, 45118, 45130",INSEAD  numberOfPostgraduateStudents  1000 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger INSEAD  motto  The Business School for the World INSEAD  htt//xmlns.com/foaf/0.1/homepage  htt//www.insead.edu ,26,"Give me the name of a university, its motto, its homepage url, and the number of Doctoral students in it ?",2
"45059, 45069, 45079, 45088, 45098, 45109, 45118, 45130",INSEAD  numberOfPostgraduateStudents  1000 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger INSEAD  motto  The Business School for the World INSEAD  htt//xmlns.com/foaf/0.1/homepage  htt//www.insead.edu ,26,"Give me the name of a university, its motto, its homepage url, and the number of Doctoral students in it ?",2
"45059, 45069, 45079, 45088, 45098, 45109, 45118, 45130",INSEAD  numberOfPostgraduateStudents  1000 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger INSEAD  motto  The Business School for the World INSEAD  htt//xmlns.com/foaf/0.1/homepage  htt//www.insead.edu ,26,"Give me the name of a university, its motto, its homepage url, and the number of Doctoral students in it ?",1
"45059, 45069, 45079, 45088, 45098, 45109, 45118, 45130",INSEAD  numberOfPostgraduateStudents  1000 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger INSEAD  motto  The Business School for the World INSEAD  htt//xmlns.com/foaf/0.1/homepage  htt//www.insead.edu ,26,"Give me the name of a university, its motto, its homepage url, and the number of Doctoral students in it ?",2
"45059, 45069, 45079, 45088, 45098, 45109, 45118, 45130",INSEAD  numberOfPostgraduateStudents  1000 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger INSEAD  motto  The Business School for the World INSEAD  htt//xmlns.com/foaf/0.1/homepage  htt//www.insead.edu ,26,"Give me the name of a university, its motto, its homepage url, and the number of Doctoral students in it ?",2
"35819, 35931",Apartment_2F  genre  Comedy Apartment_2F  starring  Sklar_Brothers Sklar_Brothers  award  2nd_Streamy_Awards ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,1
"35819, 35931",Apartment_2F  genre  Comedy Apartment_2F  starring  Sklar_Brothers Sklar_Brothers  award  2nd_Streamy_Awards ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,2
"35819, 35931",Apartment_2F  genre  Comedy Apartment_2F  starring  Sklar_Brothers Sklar_Brothers  award  2nd_Streamy_Awards ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,2
"35819, 35931",Apartment_2F  genre  Comedy Apartment_2F  starring  Sklar_Brothers Sklar_Brothers  award  2nd_Streamy_Awards ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,1
"35819, 35931",Apartment_2F  genre  Comedy Apartment_2F  starring  Sklar_Brothers Sklar_Brothers  award  2nd_Streamy_Awards ,904,Give me the name of a comedy show that one of its star is an award-winning actor ?,2
"36837, 36910, 36918, 36927, 36991, 36998, 37008, 37017",Bill_Joy  award  National_Academy_of_Engineering Bill_Joy  knownFor  Berkeley_Software_Distribution Bill_Joy  birthYear  1954 htt//www.w3.org/2001/XMLSchema#gYear Bill_Joy  field  Computer_science ,908,"Give me the name of an award-winning computer scientist, his/her birth year and what is he/she known for ? ",2
"36837, 36910, 36918, 36927, 36991, 36998, 37008, 37017",Bill_Joy  award  National_Academy_of_Engineering Bill_Joy  knownFor  Berkeley_Software_Distribution Bill_Joy  birthYear  1954 htt//www.w3.org/2001/XMLSchema#gYear Bill_Joy  field  Computer_science ,908,"Give me the name of an award-winning computer scientist, his/her birth year and what is he/she known for ? ",1
"36837, 36910, 36918, 36927, 36991, 36998, 37008, 37017",Bill_Joy  award  National_Academy_of_Engineering Bill_Joy  knownFor  Berkeley_Software_Distribution Bill_Joy  birthYear  1954 htt//www.w3.org/2001/XMLSchema#gYear Bill_Joy  field  Computer_science ,908,"Give me the name of an award-winning computer scientist, his/her birth year and what is he/she known for ? ",1
"36837, 36910, 36918, 36927, 36991, 36998, 37008, 37017",Bill_Joy  award  National_Academy_of_Engineering Bill_Joy  knownFor  Berkeley_Software_Distribution Bill_Joy  birthYear  1954 htt//www.w3.org/2001/XMLSchema#gYear Bill_Joy  field  Computer_science ,908,"Give me the name of an award-winning computer scientist, his/her birth year and what is he/she known for ? ",2
"36837, 36910, 36918, 36927, 36991, 36998, 37008, 37017",Bill_Joy  award  National_Academy_of_Engineering Bill_Joy  knownFor  Berkeley_Software_Distribution Bill_Joy  birthYear  1954 htt//www.w3.org/2001/XMLSchema#gYear Bill_Joy  field  Computer_science ,908,"Give me the name of an award-winning computer scientist, his/her birth year and what is he/she known for ? ",1
"41980, 41990",Superman_(1978_film)  starring  Margot_Kidder Radio_Flyer_(film)  starring  John_Heard_(actor) Margot_Kidder  spouse  John_Heard_(actor) Superman_(1978_film)  director  Richard_Donner Radio_Flyer_(film)  director  Richard_Donner ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"41980, 41990",Superman_(1978_film)  starring  Margot_Kidder Radio_Flyer_(film)  starring  John_Heard_(actor) Margot_Kidder  spouse  John_Heard_(actor) Superman_(1978_film)  director  Richard_Donner Radio_Flyer_(film)  director  Richard_Donner ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"41980, 41990",Superman_(1978_film)  starring  Margot_Kidder Radio_Flyer_(film)  starring  John_Heard_(actor) Margot_Kidder  spouse  John_Heard_(actor) Superman_(1978_film)  director  Richard_Donner Radio_Flyer_(film)  director  Richard_Donner ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"41980, 41990",Superman_(1978_film)  starring  Margot_Kidder Radio_Flyer_(film)  starring  John_Heard_(actor) Margot_Kidder  spouse  John_Heard_(actor) Superman_(1978_film)  director  Richard_Donner Radio_Flyer_(film)  director  Richard_Donner ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,2
"41980, 41990",Superman_(1978_film)  starring  Margot_Kidder Radio_Flyer_(film)  starring  John_Heard_(actor) Margot_Kidder  spouse  John_Heard_(actor) Superman_(1978_film)  director  Richard_Donner Radio_Flyer_(film)  director  Richard_Donner ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"33651, 33661",Lovecraft:_Fear_of_the_Unknown  starring  Neil_Gaiman Lovecraft:_Fear_of_the_Unknown  starring  Neil_Gaiman Neil_Gaiman  influencedBy  J._R._R._Tolkien Neil_Gaiman  influencedBy  J._R._R._Tolkien ,896,Give me the name of two actors who are influenced by the same person ? ,2
"33651, 33661",Lovecraft:_Fear_of_the_Unknown  starring  Neil_Gaiman Lovecraft:_Fear_of_the_Unknown  starring  Neil_Gaiman Neil_Gaiman  influencedBy  J._R._R._Tolkien Neil_Gaiman  influencedBy  J._R._R._Tolkien ,896,Give me the name of two actors who are influenced by the same person ? ,2
"33651, 33661",Lovecraft:_Fear_of_the_Unknown  starring  Neil_Gaiman Lovecraft:_Fear_of_the_Unknown  starring  Neil_Gaiman Neil_Gaiman  influencedBy  J._R._R._Tolkien Neil_Gaiman  influencedBy  J._R._R._Tolkien ,896,Give me the name of two actors who are influenced by the same person ? ,2
"33651, 33661",Lovecraft:_Fear_of_the_Unknown  starring  Neil_Gaiman Lovecraft:_Fear_of_the_Unknown  starring  Neil_Gaiman Neil_Gaiman  influencedBy  J._R._R._Tolkien Neil_Gaiman  influencedBy  J._R._R._Tolkien ,896,Give me the name of two actors who are influenced by the same person ? ,2
"33651, 33661",Lovecraft:_Fear_of_the_Unknown  starring  Neil_Gaiman Lovecraft:_Fear_of_the_Unknown  starring  Neil_Gaiman Neil_Gaiman  influencedBy  J._R._R._Tolkien Neil_Gaiman  influencedBy  J._R._R._Tolkien ,896,Give me the name of two actors who are influenced by the same person ? ,1
"39395, 39365, 39375, 39385, 39355, 39405, 39415, 39425, 39435, 39445, 39505, 39515, 39525, 39535",New_York_City  timeZone  Eastern_Time_Zone Atlanta  timeZone  Eastern_Time_Zone ,917,Give me the name of a city that has the same time zone as New York's,1
"39395, 39365, 39375, 39385, 39355, 39405, 39415, 39425, 39435, 39445, 39505, 39515, 39525, 39535",New_York_City  timeZone  Eastern_Time_Zone Atlanta  timeZone  Eastern_Time_Zone ,917,Give me the name of a city that has the same time zone as New York's,1
"39395, 39365, 39375, 39385, 39355, 39405, 39415, 39425, 39435, 39445, 39505, 39515, 39525, 39535",New_York_City  timeZone  Eastern_Time_Zone Atlanta  timeZone  Eastern_Time_Zone ,917,Give me the name of a city that has the same time zone as New York's,1
"39395, 39365, 39375, 39385, 39355, 39405, 39415, 39425, 39435, 39445, 39505, 39515, 39525, 39535",New_York_City  timeZone  Eastern_Time_Zone Atlanta  timeZone  Eastern_Time_Zone ,917,Give me the name of a city that has the same time zone as New York's,1
"39395, 39365, 39375, 39385, 39355, 39405, 39415, 39425, 39435, 39445, 39505, 39515, 39525, 39535",New_York_City  timeZone  Eastern_Time_Zone Atlanta  timeZone  Eastern_Time_Zone ,917,Give me the name of a city that has the same time zone as New York's,1
"41973, 41983, 41993, 42014, 42024",Cowboy_(1958_film)  starring  Jack_Lemmon 3:10_to_Yuma_(1957_film)  starring  Felicia_Farr Jack_Lemmon  spouse  Felicia_Farr Cowboy_(1958_film)  director  Delmer_Daves 3:10_to_Yuma_(1957_film)  director  Delmer_Daves ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"41973, 41983, 41993, 42014, 42024",Cowboy_(1958_film)  starring  Jack_Lemmon 3:10_to_Yuma_(1957_film)  starring  Felicia_Farr Jack_Lemmon  spouse  Felicia_Farr Cowboy_(1958_film)  director  Delmer_Daves 3:10_to_Yuma_(1957_film)  director  Delmer_Daves ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"41973, 41983, 41993, 42014, 42024",Cowboy_(1958_film)  starring  Jack_Lemmon 3:10_to_Yuma_(1957_film)  starring  Felicia_Farr Jack_Lemmon  spouse  Felicia_Farr Cowboy_(1958_film)  director  Delmer_Daves 3:10_to_Yuma_(1957_film)  director  Delmer_Daves ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"41973, 41983, 41993, 42014, 42024",Cowboy_(1958_film)  starring  Jack_Lemmon 3:10_to_Yuma_(1957_film)  starring  Felicia_Farr Jack_Lemmon  spouse  Felicia_Farr Cowboy_(1958_film)  director  Delmer_Daves 3:10_to_Yuma_(1957_film)  director  Delmer_Daves ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,1
"41973, 41983, 41993, 42014, 42024",Cowboy_(1958_film)  starring  Jack_Lemmon 3:10_to_Yuma_(1957_film)  starring  Felicia_Farr Jack_Lemmon  spouse  Felicia_Farr Cowboy_(1958_film)  director  Delmer_Daves 3:10_to_Yuma_(1957_film)  director  Delmer_Daves ,926,Give me the name of a couple who worked with the same director ? and the name of that director ?,2
17535,Abdul_Hafiz_(VC)  battle  World_War_II Abdul_Hafiz_(VC)  restingPlace  India ,43,"Give me the name of a person who died or fought in WW2, and his/her resting place ? ",2
17535,Abdul_Hafiz_(VC)  battle  World_War_II Abdul_Hafiz_(VC)  restingPlace  India ,43,"Give me the name of a person who died or fought in WW2, and his/her resting place ? ",2
17535,Abdul_Hafiz_(VC)  battle  World_War_II Abdul_Hafiz_(VC)  restingPlace  India ,43,"Give me the name of a person who died or fought in WW2, and his/her resting place ? ",1
17535,Abdul_Hafiz_(VC)  battle  World_War_II Abdul_Hafiz_(VC)  restingPlace  India ,43,"Give me the name of a person who died or fought in WW2, and his/her resting place ? ",2
17535,Abdul_Hafiz_(VC)  battle  World_War_II Abdul_Hafiz_(VC)  restingPlace  India ,43,"Give me the name of a person who died or fought in WW2, and his/her resting place ? ",2
"39913, 39923, 39933, 39943, 39953, 39963, 39973, 39983, 39993, 40003, 40016, 40026, 40036, 40043, 40053, 40063, 40073, 40083, 40093, 40106, 40116, 40126, 40136, 40145, 40154, 40164, 40174, 40183",Braveheart  narrator  Angus_Macfadyen Cradle_Will_Rock  starring  Angus_Macfadyen ,923,Give me the name of a movie that the narrator of Braveheart starred in ?,1
"39913, 39923, 39933, 39943, 39953, 39963, 39973, 39983, 39993, 40003, 40016, 40026, 40036, 40043, 40053, 40063, 40073, 40083, 40093, 40106, 40116, 40126, 40136, 40145, 40154, 40164, 40174, 40183",Braveheart  narrator  Angus_Macfadyen Cradle_Will_Rock  starring  Angus_Macfadyen ,923,Give me the name of a movie that the narrator of Braveheart starred in ?,1
"39913, 39923, 39933, 39943, 39953, 39963, 39973, 39983, 39993, 40003, 40016, 40026, 40036, 40043, 40053, 40063, 40073, 40083, 40093, 40106, 40116, 40126, 40136, 40145, 40154, 40164, 40174, 40183",Braveheart  narrator  Angus_Macfadyen Cradle_Will_Rock  starring  Angus_Macfadyen ,923,Give me the name of a movie that the narrator of Braveheart starred in ?,2
"39913, 39923, 39933, 39943, 39953, 39963, 39973, 39983, 39993, 40003, 40016, 40026, 40036, 40043, 40053, 40063, 40073, 40083, 40093, 40106, 40116, 40126, 40136, 40145, 40154, 40164, 40174, 40183",Braveheart  narrator  Angus_Macfadyen Cradle_Will_Rock  starring  Angus_Macfadyen ,923,Give me the name of a movie that the narrator of Braveheart starred in ?,1
"39913, 39923, 39933, 39943, 39953, 39963, 39973, 39983, 39993, 40003, 40016, 40026, 40036, 40043, 40053, 40063, 40073, 40083, 40093, 40106, 40116, 40126, 40136, 40145, 40154, 40164, 40174, 40183",Braveheart  narrator  Angus_Macfadyen Cradle_Will_Rock  starring  Angus_Macfadyen ,923,Give me the name of a movie that the narrator of Braveheart starred in ?,1
34607,Eleanor_Hibbert  genre  Romance_novel Eleanor_Hibbert  birthPlace  London ,900,Give me the name of a romance novel writer and his birth place ?,2
34607,Eleanor_Hibbert  genre  Romance_novel Eleanor_Hibbert  birthPlace  London ,900,Give me the name of a romance novel writer and his birth place ?,2
34607,Eleanor_Hibbert  genre  Romance_novel Eleanor_Hibbert  birthPlace  London ,900,Give me the name of a romance novel writer and his birth place ?,2
34607,Eleanor_Hibbert  genre  Romance_novel Eleanor_Hibbert  birthPlace  London ,900,Give me the name of a romance novel writer and his birth place ?,2
34607,Eleanor_Hibbert  genre  Romance_novel Eleanor_Hibbert  birthPlace  London ,900,Give me the name of a romance novel writer and his birth place ?,2
"38364, 38344, 38354, 38334, 38374, 38384, 38394, 38404, 38414, 38427, 38437, 38447, 38457, 38467, 38477, 38487, 38497, 38507",Jerry_Reynolds_(basketball_player)  position  Shooting_guard Jerry_Reynolds_(basketball_player)  birthPlace  New_York Jerry_Reynolds_(basketball_player)  weight  90720.0 htt//www.w3.org/2001/XMLSchema#double Jerry_Reynolds_(basketball_player)  height  2.032 htt//www.w3.org/2001/XMLSchema#double ,913,"Give me the name of a shooting guard (player) who was born in New York city, his height and weight ?",1
"38364, 38344, 38354, 38334, 38374, 38384, 38394, 38404, 38414, 38427, 38437, 38447, 38457, 38467, 38477, 38487, 38497, 38507",Jerry_Reynolds_(basketball_player)  position  Shooting_guard Jerry_Reynolds_(basketball_player)  birthPlace  New_York Jerry_Reynolds_(basketball_player)  weight  90720.0 htt//www.w3.org/2001/XMLSchema#double Jerry_Reynolds_(basketball_player)  height  2.032 htt//www.w3.org/2001/XMLSchema#double ,913,"Give me the name of a shooting guard (player) who was born in New York city, his height and weight ?",1
"38364, 38344, 38354, 38334, 38374, 38384, 38394, 38404, 38414, 38427, 38437, 38447, 38457, 38467, 38477, 38487, 38497, 38507",Jerry_Reynolds_(basketball_player)  position  Shooting_guard Jerry_Reynolds_(basketball_player)  birthPlace  New_York Jerry_Reynolds_(basketball_player)  weight  90720.0 htt//www.w3.org/2001/XMLSchema#double Jerry_Reynolds_(basketball_player)  height  2.032 htt//www.w3.org/2001/XMLSchema#double ,913,"Give me the name of a shooting guard (player) who was born in New York city, his height and weight ?",2
"38364, 38344, 38354, 38334, 38374, 38384, 38394, 38404, 38414, 38427, 38437, 38447, 38457, 38467, 38477, 38487, 38497, 38507",Jerry_Reynolds_(basketball_player)  position  Shooting_guard Jerry_Reynolds_(basketball_player)  birthPlace  New_York Jerry_Reynolds_(basketball_player)  weight  90720.0 htt//www.w3.org/2001/XMLSchema#double Jerry_Reynolds_(basketball_player)  height  2.032 htt//www.w3.org/2001/XMLSchema#double ,913,"Give me the name of a shooting guard (player) who was born in New York city, his height and weight ?",2
"38364, 38344, 38354, 38334, 38374, 38384, 38394, 38404, 38414, 38427, 38437, 38447, 38457, 38467, 38477, 38487, 38497, 38507",Jerry_Reynolds_(basketball_player)  position  Shooting_guard Jerry_Reynolds_(basketball_player)  birthPlace  New_York Jerry_Reynolds_(basketball_player)  weight  90720.0 htt//www.w3.org/2001/XMLSchema#double Jerry_Reynolds_(basketball_player)  height  2.032 htt//www.w3.org/2001/XMLSchema#double ,913,"Give me the name of a shooting guard (player) who was born in New York city, his height and weight ?",1
"47192, 47202, 47212, 47222, 47232, 47242, 47252, 47262, 47272, 47402, 47282, 47292, 47302, 47312, 47322, 47332, 47342, 47352, 47362, 47372, 47382, 47392, 47412, 47422, 47432, 47442, 47452, 47462",Michael_Jackson's_Thriller  starring  Michael_Jackson Michael_Jackson's_Thriller  producer  Michael_Jackson Michael_Jackson  birthName  Michael Joseph Jackson ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",1
"47192, 47202, 47212, 47222, 47232, 47242, 47252, 47262, 47272, 47402, 47282, 47292, 47302, 47312, 47322, 47332, 47342, 47352, 47362, 47372, 47382, 47392, 47412, 47422, 47432, 47442, 47452, 47462",Michael_Jackson's_Thriller  starring  Michael_Jackson Michael_Jackson's_Thriller  producer  Michael_Jackson Michael_Jackson  birthName  Michael Joseph Jackson ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",1
"47192, 47202, 47212, 47222, 47232, 47242, 47252, 47262, 47272, 47402, 47282, 47292, 47302, 47312, 47322, 47332, 47342, 47352, 47362, 47372, 47382, 47392, 47412, 47422, 47432, 47442, 47452, 47462",Michael_Jackson's_Thriller  starring  Michael_Jackson Michael_Jackson's_Thriller  producer  Michael_Jackson Michael_Jackson  birthName  Michael Joseph Jackson ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",1
"47192, 47202, 47212, 47222, 47232, 47242, 47252, 47262, 47272, 47402, 47282, 47292, 47302, 47312, 47322, 47332, 47342, 47352, 47362, 47372, 47382, 47392, 47412, 47422, 47432, 47442, 47452, 47462",Michael_Jackson's_Thriller  starring  Michael_Jackson Michael_Jackson's_Thriller  producer  Michael_Jackson Michael_Jackson  birthName  Michael Joseph Jackson ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",1
"47192, 47202, 47212, 47222, 47232, 47242, 47252, 47262, 47272, 47402, 47282, 47292, 47302, 47312, 47322, 47332, 47342, 47352, 47362, 47372, 47382, 47392, 47412, 47422, 47432, 47442, 47452, 47462",Michael_Jackson's_Thriller  starring  Michael_Jackson Michael_Jackson's_Thriller  producer  Michael_Jackson Michael_Jackson  birthName  Michael Joseph Jackson ,915,"Give me the name of a movie that is produced by one of its stars, and his/her birth name ?",1
"37776, 37786, 37796, 37805, 37817, 37828, 37837, 37849, 37860",Distant_Origin  guest  Tarik_Ergin Distant_Origin  episodeNumber  23 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger ,911,"Give me the name of a show(episode) that Tarik Ergin was a guest on, and the episode number of that show(episode) ?",1
"37776, 37786, 37796, 37805, 37817, 37828, 37837, 37849, 37860",Distant_Origin  guest  Tarik_Ergin Distant_Origin  episodeNumber  23 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger ,911,"Give me the name of a show(episode) that Tarik Ergin was a guest on, and the episode number of that show(episode) ?",2
"37776, 37786, 37796, 37805, 37817, 37828, 37837, 37849, 37860",Distant_Origin  guest  Tarik_Ergin Distant_Origin  episodeNumber  23 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger ,911,"Give me the name of a show(episode) that Tarik Ergin was a guest on, and the episode number of that show(episode) ?",2
"37776, 37786, 37796, 37805, 37817, 37828, 37837, 37849, 37860",Distant_Origin  guest  Tarik_Ergin Distant_Origin  episodeNumber  23 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger ,911,"Give me the name of a show(episode) that Tarik Ergin was a guest on, and the episode number of that show(episode) ?",2
"37776, 37786, 37796, 37805, 37817, 37828, 37837, 37849, 37860",Distant_Origin  guest  Tarik_Ergin Distant_Origin  episodeNumber  23 htt//www.w3.org/2001/XMLSchema#nonNegativeInteger ,911,"Give me the name of a show(episode) that Tarik Ergin was a guest on, and the episode number of that show(episode) ?",2
"43841, 43851, 43861, 43871, 43881, 43891, 43901, 43911, 43921, 43931, 44021",Natalia_Gantimurova  eyeColor  Blue Natalia_Gantimurova  hairColor  Brown ,931,Give me the name of a person who has blue eyes and brown hair ?,2
"43841, 43851, 43861, 43871, 43881, 43891, 43901, 43911, 43921, 43931, 44021",Natalia_Gantimurova  eyeColor  Blue Natalia_Gantimurova  hairColor  Brown ,931,Give me the name of a person who has blue eyes and brown hair ?,2
"43841, 43851, 43861, 43871, 43881, 43891, 43901, 43911, 43921, 43931, 44021",Natalia_Gantimurova  eyeColor  Blue Natalia_Gantimurova  hairColor  Brown ,931,Give me the name of a person who has blue eyes and brown hair ?,2
"43841, 43851, 43861, 43871, 43881, 43891, 43901, 43911, 43921, 43931, 44021",Natalia_Gantimurova  eyeColor  Blue Natalia_Gantimurova  hairColor  Brown ,931,Give me the name of a person who has blue eyes and brown hair ?,2
"43841, 43851, 43861, 43871, 43881, 43891, 43901, 43911, 43921, 43931, 44021",Natalia_Gantimurova  eyeColor  Blue Natalia_Gantimurova  hairColor  Brown ,931,Give me the name of a person who has blue eyes and brown hair ?,2
"39529, 39540","New_York_City  timeZone  Eastern_Time_Zone Charleston,_South_Carolina  timeZone  Eastern_Time_Zone ",917,Give me the name of a city that has the same time zone as New York's,1
"39529, 39540","New_York_City  timeZone  Eastern_Time_Zone Charleston,_South_Carolina  timeZone  Eastern_Time_Zone ",917,Give me the name of a city that has the same time zone as New York's,2
"39529, 39540","New_York_City  timeZone  Eastern_Time_Zone Charleston,_South_Carolina  timeZone  Eastern_Time_Zone ",917,Give me the name of a city that has the same time zone as New York's,1
"39529, 39540","New_York_City  timeZone  Eastern_Time_Zone Charleston,_South_Carolina  timeZone  Eastern_Time_Zone ",917,Give me the name of a city that has the same time zone as New York's,1
"39529, 39540","New_York_City  timeZone  Eastern_Time_Zone Charleston,_South_Carolina  timeZone  Eastern_Time_Zone ",917,Give me the name of a city that has the same time zone as New York's,1
"17004, 17014, 16984, 16994, 17024, 17034, 17044, 17054, 17064, 17074, 17085, 17095, 17104, 17114, 17124, 17134, 17144, 17154, 17164, 17235, 17244, 17254",Jeanette_Nolan  deathPlace  Los_Angeles Jeanette_Nolan  deathDate  1998-06-05 htt//www.w3.org/2001/XMLSchema#date Jeanette_Nolan  htt//purl.org/dc/elements/1.1/description  Actress ,42,"Give me the name of an actress that died in Los Angeles, and her death date ? ",2
"17004, 17014, 16984, 16994, 17024, 17034, 17044, 17054, 17064, 17074, 17085, 17095, 17104, 17114, 17124, 17134, 17144, 17154, 17164, 17235, 17244, 17254",Jeanette_Nolan  deathPlace  Los_Angeles Jeanette_Nolan  deathDate  1998-06-05 htt//www.w3.org/2001/XMLSchema#date Jeanette_Nolan  htt//purl.org/dc/elements/1.1/description  Actress ,42,"Give me the name of an actress that died in Los Angeles, and her death date ? ",2
"17004, 17014, 16984, 16994, 17024, 17034, 17044, 17054, 17064, 17074, 17085, 17095, 17104, 17114, 17124, 17134, 17144, 17154, 17164, 17235, 17244, 17254",Jeanette_Nolan  deathPlace  Los_Angeles Jeanette_Nolan  deathDate  1998-06-05 htt//www.w3.org/2001/XMLSchema#date Jeanette_Nolan  htt//purl.org/dc/elements/1.1/description  Actress ,42,"Give me the name of an actress that died in Los Angeles, and her death date ? ",2
"17004, 17014, 16984, 16994, 17024, 17034, 17044, 17054, 17064, 17074, 17085, 17095, 17104, 17114, 17124, 17134, 17144, 17154, 17164, 17235, 17244, 17254",Jeanette_Nolan  deathPlace  Los_Angeles Jeanette_Nolan  deathDate  1998-06-05 htt//www.w3.org/2001/XMLSchema#date Jeanette_Nolan  htt//purl.org/dc/elements/1.1/description  Actress ,42,"Give me the name of an actress that died in Los Angeles, and her death date ? ",2
"17004, 17014, 16984, 16994, 17024, 17034, 17044, 17054, 17064, 17074, 17085, 17095, 17104, 17114, 17124, 17134, 17144, 17154, 17164, 17235, 17244, 17254",Jeanette_Nolan  deathPlace  Los_Angeles Jeanette_Nolan  deathDate  1998-06-05 htt//www.w3.org/2001/XMLSchema#date Jeanette_Nolan  htt//purl.org/dc/elements/1.1/description  Actress ,42,"Give me the name of an actress that died in Los Angeles, and her death date ? ",2
"44406, 44416, 44426, 44436, 44446, 44669",The_Dead_Zone_(novel)  author  Stephen_King The_Dead_Zone_(novel)  publisher  Viking_Press ,934,Give me the name of a publisher that one of Stephen King's book was published by ? ,1
"44406, 44416, 44426, 44436, 44446, 44669",The_Dead_Zone_(novel)  author  Stephen_King The_Dead_Zone_(novel)  publisher  Viking_Press ,934,Give me the name of a publisher that one of Stephen King's book was published by ? ,1
