Query_ID,Query_Natural_Language,Query_Type,ModelX,ModelY,User_Choice,Comment/Explanation
895,List of movies starred by couples; and their directors ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,the same list answer the question
896,List of actors who are influenced by the same people ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,is most variability
896,List of actors who are influenced by the same people ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,X is more diverse.
896,List of actors who are influenced by the same people ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x - less duplicates
897,List of movies that were directed by one of their stars; and their religion ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y has got more various stars
897,List of movies that were directed by one of their stars; and their religion ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
897,List of movies that were directed by one of their stars; and their religion ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,the same list answer the question
898,List of couples who were born in the same place ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x - less duplicates
898,List of couples who were born in the same place ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Relevance-only Approach,It's better
898,List of couples who were born in the same place ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x is a better
899,List of information about the company that produced Seinfeld ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,List are the same
899,List of information about the company that produced Seinfeld ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,X has more info.
899,List of information about the company that produced Seinfeld ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x - less duplicates
900,List of romance-novel writers ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,More international writers
900,List of romance-novel writers ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,the number of writers same.
900,List of romance-novel writers ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,Y is more diverse.
901,List of sitcoms produced by WB ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
901,List of sitcoms produced by WB ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,List are the same
901,List of sitcoms produced by WB ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,Both fully answer the question.
902,List of sitcoms produced by the company that produced Home Improvement ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
902,List of sitcoms produced by the company that produced Home Improvement ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,List are the same
902,List of sitcoms produced by the company that produced Home Improvement ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,Both fully answer the question.
903,List of actors who were born in Japan ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,List are the same
903,List of actors who were born in Japan ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,Both fully answer the question.
903,List of actors who were born in Japan ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x - less duplicates
904,List of award-winning comedy shows and their stars ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y is more diverse
904,List of award-winning comedy shows and their stars ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y is a better
904,List of award-winning comedy shows and their stars ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y - less duplicates
905,List of schools located in California ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,Same list
905,List of schools located in California ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,they are totally same.
905,List of schools located in California ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,Both fully answer the question and are the same.
906,List of couples who have the same job ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
906,List of couples who have the same job ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,is most variability
906,List of couples who have the same job ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Relevance-only Approach,y is a better
907,List of sitoms; their directors; the spouses and the birth places of the directors ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x - less duplicates
907,List of sitoms; their directors; the spouses and the birth places of the directors ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,It's better
907,List of sitoms; their directors; the spouses and the birth places of the directors ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x is a better
908,List of award-winning computer scientists ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
908,List of award-winning computer scientists ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,It's better
908,List of award-winning computer scientists ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x is a better
909,List of movies starred by actors born in Chicago ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y's movies are more various.
909,List of movies starred by actors born in Chicago ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
909,List of movies starred by actors born in Chicago ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,the same list answer the question
910,List of producers who were born in the same places; and the largest city in that place (i.e country) ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,A bigger variety in X
910,List of producers who were born in the same places; and the largest city in that place (i.e country) ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x has got more various people.
910,List of producers who were born in the same places; and the largest city in that place (i.e country) ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,X is more diverse.
911,List of shows that Tarik Ergin was a guest on; and the episode number of these shows?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,both answer the question in the same way
911,List of shows that Tarik Ergin was a guest on; and the episode number of these shows?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
911,List of shows that Tarik Ergin was a guest on; and the episode number of these shows?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,It's the same
912,List of couples who graduated from the same universities ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x - less duplicates
912,List of couples who graduated from the same universities ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x
912,List of couples who graduated from the same universities ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x set is a better
913,List of shooting guards who were born in New York city ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
913,List of shooting guards who were born in New York city ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,it's better
913,List of shooting guards who were born in New York city ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
914,List of people who worked on Desperate Housewives ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,"y fully answers the question, x is about birth dates"
914,List of people who worked on Desperate Housewives ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
914,List of people who worked on Desperate Housewives ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,"In Y, we see a variety of people who worked on Desperate Housewives"
915,List of stars who are also producers; and their birth names ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y is more diverse.
915,List of stars who are also producers; and their birth names ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y is a better
915,List of stars who are also producers; and their birth names ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y - less duplicates
916,"List of information about Cheers, Frasier, and some other shows ?",Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,A bigger variety in Y
916,"List of information about Cheers, Frasier, and some other shows ?",Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,"y has got more info about cheers, fraziers."
916,"List of information about Cheers, Frasier, and some other shows ?",Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,Y is more diverse.
917,List of cities that have the same time zones as NYC's ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
917,List of cities that have the same time zones as NYC's ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,both
917,List of cities that have the same time zones as NYC's ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
918,List of writers who had worked with D.W. Griffith ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x is more specific
918,List of writers who had worked with D.W. Griffith ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,y - many writer D._W._Griffith
918,List of writers who had worked with D.W. Griffith ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,X and Y both answer the question
919,List of people who graduated from Harvard University and their nationalities ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y - less duplicates
919,List of people who graduated from Harvard University and their nationalities ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Relevance-only Approach,it's better
919,List of people who graduated from Harvard University and their nationalities ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
920,List of newspapers who have the same format as The Oxford Times' ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
920,List of newspapers who have the same format as The Oxford Times' ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,X and Y both answer the question
920,List of newspapers who have the same format as The Oxford Times' ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
921,List of channels; theis slogans; and their first air dates ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x is more diverse.
921,List of channels; theis slogans; and their first air dates ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x is a better
921,List of channels; theis slogans; and their first air dates ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x - less duplicates
922,List of late directors who were actors at the same time; and their death places and dates ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y is more various than x. x has got charlie chaplin a lot.
922,List of late directors who were actors at the same time; and their death places and dates ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
922,List of late directors who were actors at the same time; and their death places and dates ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,the same list answer the question
923,List of movies where the star is the narrator of Braveheart ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,they are totally same.
923,List of movies where the star is the narrator of Braveheart ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
923,List of movies where the star is the narrator of Braveheart ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,the same list answer the question
924,List of creators of shows produced by WB ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
924,List of creators of shows produced by WB ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same answer the question
924,List of creators of shows produced by WB ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y is a better
925,List of producers; actors; and directors who were born in the same places ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x is more specific
925,List of producers; actors; and directors who were born in the same places ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Relevance-only Approach,y - less duplicates
925,List of producers; actors; and directors who were born in the same places ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,X and Y both answer the question
926,List of couples who worked with the same directors ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
926,List of couples who worked with the same directors ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,is most variability
926,List of couples who worked with the same directors ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,X is more diverse.
927,List of producers who were born in Dallas ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x - less duplicates
927,List of producers who were born in Dallas ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
927,List of producers who were born in Dallas ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x is a better
928,List of stars of NBC shows ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,A bigger variety in Y
928,List of stars of NBC shows ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y is more various than x
928,List of stars of NBC shows ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,Y is more diverse.
929,List of French mathematicians ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
929,List of French mathematicians ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
929,List of French mathematicians ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
930,List of people influenced by Albert Einstein ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,Same list
930,List of people influenced by Albert Einstein ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,they are totally same.
930,List of people influenced by Albert Einstein ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,Both fully answer the question and are the same.
931,List of people who have blue eyes and brown hair ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
931,List of people who have blue eyes and brown hair ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,X and Y both answer the question
931,List of people who have blue eyes and brown hair ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
932,List of softwares that use Linux operating system ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
932,List of softwares that use Linux operating system ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,List are the same
932,List of softwares that use Linux operating system ?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
933,List of US stadiums ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,in Y eveyrything is Tulane
933,List of US stadiums ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,is most variability
933,List of US stadiums ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,Knowledge-graph-based Diversity Approach,x is a better
934,List of publishers who published Stephen King books?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y  is more diverse.
934,List of publishers who published Stephen King books?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,same,same
934,List of publishers who published Stephen King books?,Triple-pattern queries with many results,Relevance-only Approach,Knowledge-graph-based Diversity Approach,Knowledge-graph-based Diversity Approach,y - less Doubleday_(publisher)
935,List of Meryl Streep movies distributors ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,same
935,List of Meryl Streep movies distributors ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,List are the same
935,List of Meryl Streep movies distributors ?,Triple-pattern queries with many results,Knowledge-graph-based Diversity Approach,Relevance-only Approach,same,Both fully answer the question .
