Query_ID,Query_Natural_Language,Query_Type,ModelX,ModelY,User_Choice,Comment/Explanation
250,List of movies created by John Mahoney and starred by Jane Leeves ?,Triple-pattern queries with zero results,Text-based Diversity Approach,Relevance-only Approach,same,similars
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Text-based Diversity Approach,Relevance-only Approach,Relevance-only Approach,More relevant
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Text-based Diversity Approach,Relevance-only Approach,Relevance-only Approach,Y
251,List of Woody Allen movies writers ?,Triple-pattern queries with zero results,Text-based Diversity Approach,Relevance-only Approach,same,tanto en la lista X como en la lista Y podemos  ver Lista de Woody Allen películas escritores
252,List of Brazilian actors ?,Extended triple pattern queries with zero results,Relevance-only Approach,Text-based Diversity Approach,same,same all
252,List of Brazilian actors ?,Extended triple pattern queries with zero results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,Y has a variety
252,List of Brazilian actors ?,Extended triple pattern queries with zero results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,y
253,List of people who were born in Agatha Christie's death place; and who graduated from Oxford ?,Triple-pattern queries with zero results,Relevance-only Approach,Text-based Diversity Approach,same,same all
253,List of people who were born in Agatha Christie's death place; and who graduated from Oxford ?,Triple-pattern queries with zero results,Relevance-only Approach,Text-based Diversity Approach,same,similar lists
253,List of people who were born in Agatha Christie's death place; and who graduated from Oxford ?,Triple-pattern queries with zero results,Relevance-only Approach,Text-based Diversity Approach,same,same
894,List of movies that were directed by one of their stars ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,equal hits
894,List of movies that were directed by one of their stars ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same
894,List of movies that were directed by one of their stars ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Relevance-only Approach,more famous
895,List of movies starred by couples; and their directors ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same
895,List of movies starred by couples; and their directors ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Both work
895,List of movies starred by couples; and their directors ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,"X and Y answer the question without precision. In the List of movies featuring couples; And its directors. However, if you mouse over the answers, you can see that in both sets refers to the List of movies featuring couples; And its directors in X and Y are all varied. List of movies featuring couples; And its directors. However, in X and Y the list is diverse and responds with precision in none is equal. For this reason, the set X and Y is equal and is precise. Therefore, X and Y are the same."
896,List of actors who are influenced by the same people ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same all
896,List of actors who are influenced by the same people ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,Y has a variety of people
896,List of actors who are influenced by the same people ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,y
897,List of movies that were directed by one of their stars; and their religion ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,ambas son Lista de películas que fueron dirigidas por uno de sus estrellas; y su religión
897,List of movies that were directed by one of their stars; and their religion ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,more results
897,List of movies that were directed by one of their stars; and their religion ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same
898,List of couples who were born in the same place ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Looks same to me
898,List of couples who were born in the same place ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Both
898,List of couples who were born in the same place ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,En la lista X y en la lista Y podemos observar listas de las parejas que han nacido en el mismo lugar
899,List of information about the company that produced Seinfeld ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Looks same
899,List of information about the company that produced Seinfeld ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Both
899,List of information about the company that produced Seinfeld ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,"ambas son Lista de información sobre la compañía que produjo Seinfeld, la X y la Y"
900,List of romance-novel writers ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,ambas son  Lista de romance-escritores de novela
900,List of romance-novel writers ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,equivalent result
900,List of romance-novel writers ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Text-based Diversity Approach,us
901,List of sitcoms produced by WB ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same all
901,List of sitcoms produced by WB ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Relevance-only Approach,X are more popular
901,List of sitcoms produced by WB ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same
902,List of sitcoms produced by the company that produced Home Improvement ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,both lists same
902,List of sitcoms produced by the company that produced Home Improvement ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,Both
902,List of sitcoms produced by the company that produced Home Improvement ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same results
903,List of actors who were born in Japan ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Both lists same
903,List of actors who were born in Japan ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Both
903,List of actors who were born in Japan ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,tanto en la lista X como en la lista Y podmeos ver Lista de los actores que nacieron en Japón
904,List of award-winning comedy shows and their stars ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same all
904,List of award-winning comedy shows and their stars ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,similars
904,List of award-winning comedy shows and their stars ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,similar
905,List of schools located in California ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same number
905,List of schools located in California ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same all
905,List of schools located in California ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,"X and Y answer the question accurately. In the California School List. However, if you hover over the answers, you can see that in both sets refers to the List of schools located in California X and Y are all varied and diverse. List of schools located in California. However, in X and Y the list is varied and responds with precision. For this reason, the set X and Y is equal and is precise. Therefore, X and Y are the same."
906,List of couples who have the same job ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same all
906,List of couples who have the same job ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,only actors in X
906,List of couples who have the same job ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,Y has a variety
907,List of sitoms; their directors; the spouses and the birth places of the directors ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,looks same
907,List of sitoms; their directors; the spouses and the birth places of the directors ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,Y
907,List of sitoms; their directors; the spouses and the birth places of the directors ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,more relevant
908,List of award-winning computer scientists ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,More different people
908,List of award-winning computer scientists ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,Y
908,List of award-winning computer scientists ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,"ambas son Lista de premiados científicos de la computación, la X y la Y"
909,List of movies starred by actors born in Chicago ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Both are same
909,List of movies starred by actors born in Chicago ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Text-based Diversity Approach,X
909,List of movies starred by actors born in Chicago ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Text-based Diversity Approach,more results
910,List of producers who were born in the same places; and the largest city in that place (i.e country) ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same
910,List of producers who were born in the same places; and the largest city in that place (i.e country) ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Relevance-only Approach,it has largest city
910,List of producers who were born in the same places; and the largest city in that place (i.e country) ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,"X and Y answer the question accurately. In the List of producers born in the same places; And the largest city in that place (ie, country). However, if you mouse over the answers, you can see that in both sets refers to the List of producers who were born in the same places; And the largest city in that place (ie, country) X and Y are all varied and diverse. List of producers born in the same places; And the largest city in that place (ie, country). However, in X and Y the list is varied and responds with precision. For this reason, the set X and Y is equal and is precise. Therefore, X and Y are the same."
911,List of shows that Tarik Ergin was a guest on; and the episode number of these shows?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same list
911,List of shows that Tarik Ergin was a guest on; and the episode number of these shows?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same all
911,List of shows that Tarik Ergin was a guest on; and the episode number of these shows?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,"X and Y answer the question accurately. In the List of the shows that Tarik Ergin was a guest in; And the number of episodes of these programs. However, if you mouse over the answers, you can see that in both sets refers to the List of shows that Tarik Ergin was a guest on; And the number of episodes of these programs X and Y are all varied and diverse. List of people who worked with Kevin Bacon. However, in X and Y the list is varied and responds with precision. For this reason, the set X and Y is equal and is precise. Therefore, X and Y are the same."
912,List of couples who graduated from the same universities ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same all
912,List of couples who graduated from the same universities ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Text-based Diversity Approach,diversified
912,List of couples who graduated from the same universities ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,similar lists
913,List of shooting guards who were born in New York city ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Looks same
913,List of shooting guards who were born in New York city ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Both
913,List of shooting guards who were born in New York city ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,eqivalent results
914,List of people who worked on Desperate Housewives ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same list
914,List of people who worked on Desperate Housewives ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same all
914,List of people who worked on Desperate Housewives ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,"X and Y answer the question accurately. In the List of people who worked on Desperate Housewives. However, if you hover over the answers, you can see that in both sets refers to the list of people who worked on Desperate Housewives X and Y are all varied and diverse. List of people who worked at Desperate Housewives. However, in X and Y the list is varied and responds with precision. For this reason, the set X and Y is equal and is precise. Therefore, X and Y are the same."
915,List of stars who are also producers; and their birth names ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,different hits
915,List of stars who are also producers; and their birth names ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,dounles
915,List of stars who are also producers; and their birth names ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,diversified
916,"List of information about Cheers, Frasier, and some other shows ?",Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Text-based Diversity Approach,Better informations
916,"List of information about Cheers, Frasier, and some other shows ?",Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Both
916,"List of information about Cheers, Frasier, and some other shows ?",Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,"ambas son Lista de información sobre Cheers, Frasier, y algunos otros espectáculos, la X y la Y"
917,List of cities that have the same time zones as NYC's ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Text-based Diversity Approach,X
917,List of cities that have the same time zones as NYC's ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Relevance-only Approach,more famous
917,List of cities that have the same time zones as NYC's ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Text-based Diversity Approach,x
918,List of writers who had worked with D.W. Griffith ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,y
918,List of writers who had worked with D.W. Griffith ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,More writers
918,List of writers who had worked with D.W. Griffith ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,X and Y answer the question accurately
919,List of people who graduated from Harvard University and their nationalities ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same
919,List of people who graduated from Harvard University and their nationalities ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same all
919,List of people who graduated from Harvard University and their nationalities ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,"X and Y answer the question accurately. On the list of people who graduated from Harvard University and their nationalities. However, if you mouse over the answers, you can see that in both sets refers to the List of people who graduated from Harvard University and their nationalities in X and Y are all varied and diverse. List of people who graduated from Harvard University and their nationalities. However, in X and Y the list is varied and responds with precision. For this reason, the set X and Y is equal and is precise. Therefore, X and Y are the same."
920,List of newspapers who have the same format as The Oxford Times' ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,both are same
920,List of newspapers who have the same format as The Oxford Times' ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,Both
920,List of newspapers who have the same format as The Oxford Times' ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,"Ambas son Lista de periódicos que tienen el mismo formato que el Oxford Times, la X y la Y"
921,List of channels; theis slogans; and their first air dates ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same list
921,List of channels; theis slogans; and their first air dates ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,Both work
921,List of channels; theis slogans; and their first air dates ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,"X and Y answer the question without precision. In the Channel List; Theis slogans; And its first air dates. However, if you mouse over the answers, you can see that in both sets refers to the Channel List; Theis slogans; And its first air dates in X and Y are all varied. List of channels; Theis slogans; And its first air dates. However, in X and Y the list is diverse and responds with precision in none is equal. For this reason, the set X and Y is equal and is precise. Therefore, X and Y are the same."
922,List of late directors who were actors at the same time; and their death places and dates ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,more relevant
922,List of late directors who were actors at the same time; and their death places and dates ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,chaaplin
922,List of late directors who were actors at the same time; and their death places and dates ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,similars
923,List of movies where the star is the narrator of Braveheart ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,Looks same to me
923,List of movies where the star is the narrator of Braveheart ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,Both
923,List of movies where the star is the narrator of Braveheart ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,"Ambas son Lista de películas donde la estrella es el narrador de Braveheart, la X y la Y"
924,List of creators of shows produced by WB ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,both have same list
924,List of creators of shows produced by WB ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same all
924,List of creators of shows produced by WB ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,"X and Y answer the question accurately. In the List of the creators of programs produced by WB. However, if you hover over the answers, you can see that in both sets refers to the List of program creators produced by WB in X and Y are all varied and diverse. List of program creators produced by WB. However, in X and Y the list uses drama series and in varied and responds with precision. For this reason, the set X and Y is equal and is accurate. Therefore, X and Y are the same."
925,List of producers; actors; and directors who were born in the same places ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Relevance-only Approach,more famous
925,List of producers; actors; and directors who were born in the same places ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,Both
925,List of producers; actors; and directors who were born in the same places ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,"ambas son Lista de los productores; actores; y directores que han nacido en los mismos lugares, la X y la Y"
926,List of couples who worked with the same directors ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same
926,List of couples who worked with the same directors ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Text-based Diversity Approach,x has different couples
926,List of couples who worked with the same directors ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,"X and Y answer the question accurately. In the List of couples who worked with the same directors. However, if you mouse over the answers, you can see that in both sets refers to the List of couples that worked with the same directors X and Y are all Varied and diverse. List of couples who worked with the same directors. However, in X and Y the list is varied and responds with precision. For this reason, the set X and Y is equal and is precise. Therefore, X and Y are the same."
927,List of producers who were born in Dallas ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,more different
927,List of producers who were born in Dallas ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,Both
927,List of producers who were born in Dallas ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,more relevant
928,List of stars of NBC shows ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Text-based Diversity Approach,doubles
928,List of stars of NBC shows ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Text-based Diversity Approach,diversified
928,List of stars of NBC shows ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Text-based Diversity Approach,x
929,List of French mathematicians ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same
929,List of French mathematicians ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,similars
929,List of French mathematicians ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same
930,List of people influenced by Albert Einstein ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,Looks same to me
930,List of people influenced by Albert Einstein ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,Both
930,List of people influenced by Albert Einstein ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,Tanto en la lista X como en la lista Y podemos ver Lista de personas influidas por Albert Einstein
931,List of people who have blue eyes and brown hair ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same all
931,List of people who have blue eyes and brown hair ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,similar lists
931,List of people who have blue eyes and brown hair ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same
932,List of softwares that use Linux operating system ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,Relevance-only Approach,equal hits
932,List of softwares that use Linux operating system ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,same
932,List of softwares that use Linux operating system ?,Triple-pattern queries with many results,Text-based Diversity Approach,Relevance-only Approach,same,similars
933,List of US stadiums ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,ambas son  Lista de estadios de Estados Unidos
933,List of US stadiums ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,relevant
933,List of US stadiums ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,tulane
934,List of publishers who published Stephen King books?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Relevance-only Approach,more relevant
934,List of publishers who published Stephen King books?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,Y
934,List of publishers who published Stephen King books?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,Text-based Diversity Approach,more results
935,List of Meryl Streep movies distributors ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same all
935,List of Meryl Streep movies distributors ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,similars
935,List of Meryl Streep movies distributors ?,Triple-pattern queries with many results,Relevance-only Approach,Text-based Diversity Approach,same,same lists
